page,price,location,alapterulet,szobak,erkely
242,580 000 Ft/hó,"Budapest I. kerület, Toldy Ferenc utca 62.",84 m2,3,6 m2
242,148 000 Ft/hó,"Budapest II. kerület, Tárkony utca",17 m2,1,
242,210 000 Ft/hó,"Budapest XVII. kerület, Lenkeház utca 5.",52 m2,3,
242,299 000 Ft/hó,"Budapest V. kerület, Múzeum körút 5.",60 m2,2,
242,400 000 Ft/hó,"Budapest V. kerület, Hold utca",59 m2,2 + 1 fél,
242,299 000 Ft/hó,"Budapest VI. kerület, Andrássy út",40 m2,1,
242,250 000 Ft/hó,"Budapest XIII. kerület, Botond utca 14.",40 m2,1,
242,299 000 Ft/hó,"Budapest IX. kerület, Balázs Béla utca",55 m2,2,17 m2
242,260 000 Ft/hó,"Budapest XIV. kerület, Istvánmezei út",45 m2,2,6 m2
242,330 000 Ft/hó,"Budapest I. kerület, Kapucinus utca 4-6.",53 m2,2,20 m2
242,455 000 Ft/hó,"Budapest XIII. kerület, Angyalföld",84 m2,4,12 m2
242,250 000 Ft/hó,"Budapest V. kerület, Kecskeméti utca",43 m2,1 + 1 fél,2 m2
242,650 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",96 m2,2,
242,345 000 Ft/hó,"Budapest IX. kerület, Gát utca 32.",52 m2,2,5 m2
242,797 540 Ft/hó,"Budapest I. kerület, Bem rakpart 15.",98 m2,2,
242,558 278 Ft/hó,"Budapest V. kerület, Szalay utca",75 m2,2,3 m2
243,230 000 Ft/hó,"Budapest VIII. kerület, Dobozi utca",46 m2,2,6 m2
243,330 000 Ft/hó,"Budapest XII. kerület, Lidérc utca",80 m2,2 + 1 fél,
243,300 000 Ft/hó,"Budapest II. kerület, Fenyves lejtő",54 m2,2,8 m2
243,390 000 Ft/hó,"Budapest II. kerület, Bölöni György utca",80 m2,3,7.5 m2
243,549 000 Ft/hó,"Budapest IX. kerület, Lónyay utca 47.",120 m2,4,
243,460 000 Ft/hó,"Budapest XII. kerület, Orbánhegyi út 20.",68 m2,2 + 2 fél,8 m2
243,240 000 Ft/hó,"Budapest VII. kerület, Király utca",50 m2,1 + 1 fél,
243,1 600 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",161 m2,3,50 m2
243,558 278 Ft/hó,"Budapest VI. kerület, Andrássy út",65 m2,3,
243,270 000 Ft/hó,"Budapest XIII. kerület, Szegedi út 33.",64 m2,3,
243,320 000 Ft/hó,"Budapest IX. kerület, Vaskapu utca",50 m2,2,10 m2
243,250 000 Ft/hó,"Budapest XI. kerület, Bercsényi utca",50 m2,2,4 m2
243,345 000 Ft/hó,"Budapest XII. kerület, Farkasvölgy",80 m2,3,10 m2
243,200 000 Ft/hó,"Budapest II. kerület, Alsó Völgy utca",40 m2,1,6 m2
243,1 196 310 Ft/hó,"Budapest V. kerület, Nádor utca",96 m2,3,
243,657 971 Ft/hó,"Budapest I. kerület, Lovas út",82 m2,3,9 m2
243,448 000 Ft/hó,"Budapest V. kerület, Nádor utca",78 m2,3,5 m2
243,750 000 Ft/hó,"Budapest II. kerület, Bimbó út",108 m2,4,9 m2
243,170 000 Ft/hó,"Budapest XIII. kerület, Béke utca",32 m2,1,2.5 m2
243,638 032 Ft/hó,"Budapest II. kerület, Csévi utca",80 m2,3,9 m2
244,250 000 Ft/hó,"Budapest VII. kerület, Garay utca",78 m2,2 + 1 fél,
244,230 000 Ft/hó,"Budapest IX. kerület, Toronyház utca",39 m2,1,
244,295 000 Ft/hó,"Budapest VI. kerület, Dessewffy utca",55 m2,2,
244,340 000 Ft/hó,"Budapest VI. kerület, Eötvös utca 39.",50 m2,2,12 m2
244,861 343 Ft/hó,"Budapest II. kerület, Bem rakpart 42.",126 m2,3,
244,737 725 Ft/hó,"Budapest II. kerület, Vihorlát utca",95 m2,3 + 1 fél,10 m2
244,290 000 Ft/hó,"Budapest XIII. kerület, Angyalföld",53 m2,2,
244,200 000 Ft/hó,"Budapest XI. kerület, Etele út",52 m2,2,
244,500 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca",120 m2,3,2 m2
244,1 023 059 Ft/hó,"Budapest VI. kerület, Szondi utca",127 m2,4,
244,205 000 Ft/hó,"Budapest XIII. kerület, Mór utca 14.",42 m2,1,3 m2
244,290 000 Ft/hó,"Budapest II. kerület, Kolozsvári Tamás utca",67 m2,2 + 1 fél,3 m2
244,250 000 Ft/hó,"Budapest XI. kerület, Fegyvernek utca",54 m2,2,
244,1 196 310 Ft/hó,"Budapest XII. kerület, Orbánhegy",150 m2,4,20 m2
244,180 000 Ft/hó,"Budapest XIII. kerület, Kárpát utca",35 m2,1,
244,917 171 Ft/hó,"Budapest I. kerület, Víziváros - Váralja",70 m2,3,2 m2
244,339 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca 6.",56 m2,2,11 m2
244,500 000 Ft/hó,"Budapest II. kerület, Budakeszi út 51.",76 m2,2,12 m2
244,384 000 Ft/hó,"Budapest XII. kerület, Zugligeti út 7.",65 m2,3,8 m2
244,600 000 Ft/hó,"Budapest XI. kerület, Gombocz Zoltán utca 9A/1",60 m2,3,55 m2
245,329 000 Ft/hó,"Budapest XIII. kerület, Csata utca 3-7.",47 m2,2,12 m2
245,260 000 Ft/hó,"Budapest VII. kerület, Almássy tér 16.",43 m2,1 + 1 fél,
245,498 463 Ft/hó,"Budapest II. kerület, Fillér utca",78 m2,3,14 m2
245,1 170 000 Ft/hó,"Budapest V. kerület, Egyetem tér",117 m2,4,
245,280 000 Ft/hó,"Budapest VI. kerület, Király utca",55 m2,2,
245,880 000 Ft/hó,"Budapest II. kerület, Bem rakpart 41.",125 m2,3,
245,189 000 Ft/hó,"Budapest XIII. kerület, Balzac utca",34 m2,1,
245,235 000 Ft/hó,"Budapest IX. kerület, Középső-Ferencváros - Rehabilitációs terület",46 m2,2,8 m2
245,270 000 Ft/hó,"Budapest XIV. kerület, Szugló utca",47 m2,1 + 1 fél,6 m2
245,240 000 Ft/hó,"Budapest XIV. kerület, Rákospatak utca 45.",50 m2,2,5 m2
245,195 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",41 m2,2,
245,250 000 Ft/hó,"Budapest VIII. kerület, Kőfaragó utca",35 m2,1,
245,395 000 Ft/hó,"Budapest XI. kerület, Völgycsillag utca 4.",50 m2,2,10 m2
245,280 000 Ft/hó,"Budapest IX. kerület, Ipar utca",54 m2,1 + 1 fél,
245,478 524 Ft/hó,"Budapest V. kerület, Bécsi utca 5.",40 m2,2,
245,493 000 Ft/hó,"Budapest III. kerület, Rómaifürdő - Rómaipart",78 m2,3,12 m2
245,640 000 Ft/hó,"Budapest I. kerület, Szalag utca",113 m2,3,11 m2
245,249 000 Ft/hó,"Budapest I. kerület, Úri utca",39 m2,1,
245,260 000 Ft/hó,"Budapest VIII. kerület, Baross utca",55 m2,3,
245,255 000 Ft/hó,"Budapest IX. kerület, Bokréta utca",53 m2,2,
246,790 000 Ft/hó,"Budapest XII. kerület, Kissvábhegy",90 m2,4,6 m2
246,600 000 Ft/hó,"Budapest V. kerület, Báthory utca",158 m2,4 + 1 fél,
246,390 000 Ft/hó,"Budapest V. kerület, Október 6. utca",92 m2,2 + 1 fél,
246,390 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca 1.",55 m2,2,4 m2
246,390 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca 1.",55 m2,2,4 m2
246,797 540 Ft/hó,"Budapest V. kerület, Szent István körút 10.",109 m2,3 + 1 fél,
246,310 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út 8.",43 m2,2,9 m2
246,445 000 Ft/hó,"Budapest V. kerület, Múzeum körút 1.",70 m2,2 + 1 fél,
246,380 000 Ft/hó,"Budapest IX. kerület, Ráday utca 57.",68 m2,3,2 m2
246,390 000 Ft/hó,"Budapest VI. kerület, Andrássy út",62 m2,1 + 1 fél,12 m2
246,324 998 Ft/hó,"Budapest V. kerület, Nádor utca 20.",63 m2,2 + 1 fél,
246,499 000 Ft/hó,"Budapest III. kerület, Folyamőr utca 5/b",60 m2,3,21 m2
246,1 036 802 Ft/hó,"Budapest II. kerület, Barlang utca",125 m2,6,14 m2
246,330 000 Ft/hó,"Budapest V. kerület, Széchenyi utca",65 m2,2 + 1 fél,
246,330 000 Ft/hó,"Budapest XIV. kerület, Egressy út",53 m2,1 + 1 fél,4 m2
246,717 786 Ft/hó,"Budapest XII. kerület, Németvölgy",100 m2,4,
246,1 196 310 Ft/hó,"Budapest II. kerület, Rózsadomb",250 m2,3 + 1 fél,34 m2
246,877 294 Ft/hó,"Budapest VI. kerület, Andrássy út",93 m2,3,
246,349 326 Ft/hó,"Budapest XI. kerület, Budafoki út",50 m2,3,7 m2
246,495 000 Ft/hó,"Budapest II. kerület, Lorántffy Zsuzsanna utca",80 m2,2,5 m2
247,250 000 Ft/hó,"Budapest VI. kerület, Teréz körút",44 m2,1,2 m2
247,280 000 Ft/hó,"Budapest VII. kerület, Dohány utca",70 m2,3,
247,220 000 Ft/hó,"Budapest XIV. kerület, Zászlós utca",44 m2,1,2 m2
247,230 000 Ft/hó,"Budapest VII. kerület, Dob utca",42 m2,2,
247,777 000 Ft/hó,"Budapest V. kerület, Akadémia utca",77 m2,3,
247,1 176 372 Ft/hó,"Budapest II. kerület, Törökvész",180 m2,5,22 m2
247,380 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca 14.",52 m2,2,10 m2
247,265 000 Ft/hó,"Budapest XIII. kerület, Taksony utca 7.",35 m2,1,10 m2
247,440 000 Ft/hó,"Budapest XI. kerület, Somló köz",56 m2,2 + 1 fél,2 m2
247,1 023 059 Ft/hó,"Budapest VI. kerület, Szondi utca",127 m2,4,
247,300 000 Ft/hó,"Budapest XIV. kerület, Edison köz",55 m2,2,10 m2
247,638 032 Ft/hó,"Budapest XII. kerület, János Zsigmond utca",125 m2,3,20 m2
247,575 000 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 3.",76 m2,2,12 m2
247,185 000 Ft/hó,"Budapest XI. kerület, Rahó utca",29 m2,1,
247,550 000 Ft/hó,"Budapest III. kerület, Királylaki út",150 m2,4,
247,558 278 Ft/hó,"Budapest V. kerület, Falk Miksa utca",88 m2,3,
247,525 000 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 1.",74 m2,2 + 1 fél,10 m2
247,670 000 Ft/hó,"Budapest XI. kerület, Dayka Gábor utca",120 m2,3 + 2 fél,
247,698 000 Ft/hó,"Budapest XIV. kerület, Törökőr",110 m2,4,12 m2
247,598 155 Ft/hó,"Budapest II. kerület, Törökvész",105 m2,3,
248,245 000 Ft/hó,"Budapest V. kerület, Váci utca",50 m2,2 + 1 fél,
248,797 540 Ft/hó,"Budapest III. kerület, Folyondár utca",90 m2,3,62 m2
248,260 000 Ft/hó,"Budapest IX. kerület, Mester utca",49 m2,2,7 m2
248,280 000 Ft/hó,"Budapest II. kerület, Fekete István utca",58 m2,1,4 m2
248,225 000 Ft/hó,"Budapest XIV. kerület, Bácskai utca",44 m2,2,
248,600 000 Ft/hó,"Budapest V. kerület, Petőfi tér",100 m2,3,
248,340 000 Ft/hó,"Budapest XIII. kerület, Csata utca",82 m2,3,5 m2
248,478 524 Ft/hó,"Budapest VIII. kerület, Corvin sétány",49 m2,2,3 m2
248,220 000 Ft/hó,"Budapest IX. kerület, Soroksári út",28 m2,1 + 1 fél,
248,280 000 Ft/hó,"Budapest XII. kerület, Susogó utca",60 m2,2,12 m2
248,500 000 Ft/hó,"Budapest XI. kerület, Ulászló utca",100 m2,4,12 m2
248,2 791 390 Ft/hó,"Budapest V. kerület, Belváros",134 m2,4,
248,295 000 Ft/hó,"Budapest III. kerület, Lajos utca",44 m2,2,6.6 m2
248,350 000 Ft/hó,"Budapest V. kerület, Papnövelde utca",55 m2,2 + 1 fél,
248,394 782 Ft/hó,"Budapest II. kerület, Felhévíz",78 m2,3,30 m2
248,2 392 620 Ft/hó,"Budapest VI. kerület, Külső-Terézváros",210 m2,4,
248,250 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",45 m2,1,
248,499 000 Ft/hó,"Budapest II. kerület, Szilágyi Erzsébet fasor",110 m2,2 + 1 fél,3 m2
248,255 000 Ft/hó,"Budapest XIII. kerület, Róbert Károly körút",62 m2,2 + 1 fél,
248,450 000 Ft/hó,"Budapest III. kerület, Táborhegy",120 m2,3,4 m2
249,399 000 Ft/hó,"Budapest V. kerület, Szent István körút",93 m2,3,
249,360 000 Ft/hó,"Budapest III. kerület, Pacsirtamező utca",59 m2,2 + 1 fél,
249,250 000 Ft/hó,"Budapest XI. kerület, Fegyvernek utca",54 m2,1 + 1 fél,
249,240 000 Ft/hó,"Budapest VIII. kerület, Fiumei út",21 m2,1,
249,350 000 Ft/hó,"Budapest III. kerület, Kiscelli köz 18.",64 m2,2 + 1 fél,5 m2
249,290 000 Ft/hó,"Budapest IX. kerület, Bakáts utca",60 m2,2,
249,215 000 Ft/hó,"Budapest XIII. kerület, Csángó utca 4/B",36 m2,1,
249,190 000 Ft/hó,"Budapest II. kerület, Guyon köz",44 m2,1,6 m2
249,398 770 Ft/hó,"Budapest V. kerület, Városház utca",74 m2,2,
249,996 925 Ft/hó,"Budapest V. kerület, Szent István körút",150 m2,4,75 m2
249,230 000 Ft/hó,"Budapest XI. kerület, Ulászló utca",57 m2,2 + 1 fél,3 m2
249,500 000 Ft/hó,"Budapest II. kerület, Kavics utca",114 m2,3,9 m2
249,300 000 Ft/hó,"Budapest XI. kerület, Bercsényi utca",50 m2,1 + 1 fél,5 m2
249,600 000 Ft/hó,"Budapest XXIII. kerület, Vecsés út",125 m2,3,5 m2
249,359 000 Ft/hó,"Budapest IX. kerület, Mester utca 83/A",60 m2,3,4 m2
249,375 000 Ft/hó,"Budapest VIII. kerület, Dankó utca 23.",63 m2,2 + 1 fél,7 m2
249,400 000 Ft/hó,"Budapest X. kerület, Martinovics tér",74 m2,3,100 m2
249,198 000 Ft/hó,"Budapest X. kerület, Petrőczy utca",56 m2,2,
249,1 380 000 Ft/hó,"Budapest V. kerület, Dorottya utca 6.",140 m2,2,8 m2
249,160 000 Ft/hó,"Budapest XXIII. kerület, Ócsai út",15 m2,1,
250,800 000 Ft/hó,"Budapest II. kerület, Alsó Zöldmáli út 16.",113 m2,3 + 1 fél,16 m2
250,450 000 Ft/hó,"Budapest VI. kerület, Dessewffy utca 4.",106 m2,4,
250,700 000 Ft/hó,"Budapest XII. kerület, Hangya utca",120 m2,4,6 m2
250,480 000 Ft/hó,"Budapest VI. kerület, Teréz körút",90 m2,3,2 m2
250,260 000 Ft/hó,"Budapest I. kerület, Attila út",41 m2,2,
250,250 000 Ft/hó,"Budapest XII. kerület, Győri út 20.",58 m2,2,6 m2
250,405 000 Ft/hó,"Budapest VIII. kerület, Rozgonyi utca",90 m2,4,
250,130 000 Ft/hó,"Budapest IX. kerület, Lónyay utca 41.",22 m2,1,
250,800 000 Ft/hó,"Budapest XIII. kerület, Danubius utca 16.",80 m2,3,34 m2
250,270 000 Ft/hó,"Budapest VIII. kerület, Győrffy István utca",70 m2,2 + 1 fél,8 m2
250,200 000 Ft/hó,"Budapest VII. kerület, Lövölde tér",32 m2,1 + 1 fél,
250,638 032 Ft/hó,"Budapest VI. kerület, Jókai tér 4.",104 m2,3,
250,255 000 Ft/hó,"Budapest XII. kerület, Fürj utca",48 m2,1 + 1 fél,
250,390 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca 1.",55 m2,2,4 m2
250,1 150 000 Ft/hó,"Budapest II. kerület, Törökvész",155 m2,4,
250,395 000 Ft/hó,"Budapest VI. kerület, Hunyadi tér 7a",66 m2,3,
250,270 000 Ft/hó,"Budapest VII. kerület, Wesselényi utca 4.",45 m2,1 + 1 fél,
250,550 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca 5.",81 m2,2,
250,170 000 Ft/hó,"Budapest XVIII. kerület, Üllői út 811.",25 m2,1,
250,180 000 Ft/hó,"Budapest XIV. kerület, Columbus utca",29 m2,1,
251,200 000 Ft/hó,"Budapest XII. kerület, Thomán István utca 15.",29 m2,1,
251,478 524 Ft/hó,"Budapest V. kerület, Mérleg utca",53 m2,2,
251,320 000 Ft/hó,"Budapest XI. kerület, Kánai út",60 m2,2,10 m2
251,315 000 Ft/hó,"Budapest XI. kerület, Beregszász út",50 m2,2,12 m2
251,518 401 Ft/hó,"Budapest V. kerület, Falk Miksa utca",116 m2,3,
251,1 230 000 Ft/hó,"Budapest VI. kerület, Andrássy út 97.",148 m2,2,13 m2
251,1 156 433 Ft/hó,"Budapest II. kerület, Hűvösvölgy",120 m2,4,50 m2
251,400 000 Ft/hó,"Budapest VI. kerület, Andrássy út",70 m2,2,
251,1 200 000 Ft/hó,"Budapest II. kerület, Battai út",150 m2,3,15 m2
251,1 000 000 Ft/hó,"Budapest I. kerület, Hunyadi János út 13.",70 m2,3,
251,300 000 Ft/hó,"Budapest XI. kerület, Köbölkút utca",65 m2,2,10 m2
251,250 000 Ft/hó,"Budapest VII. kerület, Nyár utca",45 m2,1 + 1 fél,
251,558 278 Ft/hó,"Budapest VII. kerület, Asbóth utca",75 m2,4,
251,239 262 Ft/hó,"Budapest VI. kerület, Rózsa utca 69.",47 m2,1,
251,850 000 Ft/hó,"Budapest XIII. kerület, Viza utca",120 m2,3 + 1 fél,80 m2
251,490 000 Ft/hó,"Budapest VI. kerület, Hajós utca",115 m2,3,
251,757 663 Ft/hó,"Budapest VII. kerület, Károly körút",100 m2,4,4 m2
251,877 294 Ft/hó,"Budapest XII. kerület, Kakukk út",130 m2,3 + 1 fél,30 m2
251,358 893 Ft/hó,"Budapest VI. kerület, Király utca",66 m2,3,
251,210 000 Ft/hó,"Budapest XIV. kerület, Ormánság utca",46 m2,2,
252,310 000 Ft/hó,"Budapest VIII. kerület, Magdolna utca",61 m2,4,
252,850 000 Ft/hó,"Budapest XIII. kerület, Sólyatér utca",95 m2,4,30 m2
252,700 000 Ft/hó,"Budapest II. kerület, Alsó Zöldmáli út",113 m2,4,
252,749 000 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",130 m2,4,
252,210 000 Ft/hó,"Budapest VI. kerület, Bajcsy-Zsilinszky út",29 m2,1,3 m2
252,175 000 Ft/hó,"Budapest IV. kerület, Szigeti József utca",35 m2,1 + 1 fél,
252,338 955 Ft/hó,"Budapest V. kerület, Hercegprímás utca",81 m2,2,
252,300 000 Ft/hó,"Budapest VI. kerület, Rózsa utca 48.",71 m2,2 + 1 fél,
252,299 078 Ft/hó,"Budapest V. kerület, Régi posta utca",64 m2,2,
252,618 094 Ft/hó,"Budapest V. kerület, Belgrád rakpart",90 m2,3,
252,280 000 Ft/hó,"Budapest VI. kerület, Király utca",58 m2,2,
252,335 000 Ft/hó,"Budapest XIII. kerület, Mohács utca",83 m2,3,9 m2
252,250 000 Ft/hó,"Budapest II. kerület, Kapy utca",58 m2,2,8 m2
252,500 000 Ft/hó,"Budapest XII. kerület, Németvölgyi út",90 m2,2 + 2 fél,8 m2
252,250 000 Ft/hó,"Budapest XI. kerület, Fegyvernek utca",54 m2,1 + 1 fél,
252,230 000 Ft/hó,"Budapest XIII. kerület, Újlipótváros",47 m2,1,
252,280 000 Ft/hó,"Budapest XI. kerület, Ménesi út",64 m2,2,4 m2
252,299 078 Ft/hó,"Budapest VI. kerület, Zichy Jenő utca",34 m2,2,
252,260 000 Ft/hó,"Budapest XIV. kerület, Hermina út",49 m2,2,
252,777 000 Ft/hó,"Budapest I. kerület, Attila út",79 m2,4,5 m2
253,259 201 Ft/hó,"Budapest VI. kerület, Jókai tér 4.",36 m2,1,
253,1 150 000 Ft/hó,"Budapest VI. kerület, Bajza utca",268 m2,8,
253,478 524 Ft/hó,"Budapest II. kerület, Fény utca 15.",102 m2,3,3 m2
253,717 786 Ft/hó,"Budapest II. kerület, Margit tér",66 m2,1,4 m2
253,530 000 Ft/hó,"Budapest III. kerület, Csillaghegy - Rómaipart",78 m2,3,29 m2
253,320 000 Ft/hó,"Budapest VIII. kerület, József körút",69 m2,2,
253,420 000 Ft/hó,"Budapest XIII. kerület, Kucsma utca",100 m2,1 + 3 fél,13 m2
253,757 663 Ft/hó,"Budapest II. kerület, Pálvölgy",100 m2,3,
253,1 145 000 Ft/hó,"Budapest V. kerület, Belváros",100 m2,3,5 m2
253,478 524 Ft/hó,"Budapest VII. kerület, Síp utca",132 m2,5,12 m2
253,438 647 Ft/hó,"Budapest VIII. kerület, Corvin sétány",39 m2,2,
253,320 000 Ft/hó,"Budapest XII. kerület, Vas Gereben utca 32.",60 m2,2,10 m2
253,690 000 Ft/hó,"Budapest II. kerület, Bimbó út",145 m2,4 + 1 fél,10 m2
253,270 000 Ft/hó,"Budapest II. kerület, Zöldlomb utca",53 m2,2,
253,260 000 Ft/hó,"Budapest X. kerület, Tavas utca",64 m2,3,10 m2
253,450 000 Ft/hó,"Budapest III. kerület, Rómaifürdő",67 m2,2,24 m2
253,200 000 Ft/hó,"Budapest XVI. kerület, Újszász utca",51 m2,2,1 m2
253,250 000 Ft/hó,"Budapest XIII. kerület, Váci út",31 m2,1,
253,358 893 Ft/hó,"Budapest V. kerület, Belgrád rakpart",34 m2,1,
253,390 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca 1.",55 m2,2,4 m2
254,230 000 Ft/hó,"Budapest IX. kerület, Toronyház utca",39 m2,1,
254,180 000 Ft/hó,"Budapest XXII. kerület, Közgazdász utca",36 m2,1,
254,500 000 Ft/hó,"Budapest II. kerület, Csejtei utca",67 m2,2 + 1 fél,6 m2
254,490 000 Ft/hó,"Budapest V. kerület, Ferenciek tere",62 m2,3,
254,239 262 Ft/hó,"Budapest XIII. kerület, Hollán Ernő utca",37 m2,1,
254,598 155 Ft/hó,"Budapest II. kerület, Széher út",130 m2,3 + 2 fél,
254,279 000 Ft/hó,"Budapest V. kerület, Aranykéz utca",40 m2,1,
254,330 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca",78 m2,3,4 m2
254,250 000 Ft/hó,"Budapest II. kerület, Fazekas utca",56 m2,2 + 1 fél,1 m2
254,320 000 Ft/hó,"Budapest XVI. kerület, Felcsúti utca",85 m2,3,7 m2
254,1 160 000 Ft/hó,"Budapest VI. kerület, Hajós utca",176 m2,5,1 m2
254,360 000 Ft/hó,"Budapest VI. kerület, Teréz körút",61 m2,2,
254,200 000 Ft/hó,"Budapest VI. kerület, Szinyei Merse utca",22 m2,1,
254,209 000 Ft/hó,"Budapest XIII. kerület, Béke utca 5.",35 m2,1 + 1 fél,3 m2
254,195 000 Ft/hó,"Budapest IX. kerület, Pöttyös utca 6.",39 m2,1 + 1 fél,
254,279 000 Ft/hó,"Budapest XIV. kerület, Tallér utca",68 m2,3,3 m2
254,960 000 Ft/hó,"Budapest VI. kerület, Podmaniczky utca",86 m2,3 + 1 fél,50 m2
254,378 832 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca 34.",80 m2,4,
254,315 000 Ft/hó,"Budapest XII. kerület, Zugligeti út 10-12.",61 m2,1 + 2 fél,4 m2
254,420 000 Ft/hó,"Budapest XIII. kerület, Balzac utca",67 m2,3,
255,270 000 Ft/hó,"Budapest II. kerület, Zöldlomb utca 40.",53 m2,2,5 m2
255,478 524 Ft/hó,"Budapest IX. kerület, Belső-Ferencváros",77 m2,3,5 m2
255,360 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",66 m2,3,11 m2
255,280 000 Ft/hó,"Budapest IV. kerület, Homoktövis utca",65 m2,3,
255,677 909 Ft/hó,"Budapest I. kerület, Mészáros utca 12.",87 m2,3 + 1 fél,2 m2
255,290 000 Ft/hó,"Budapest IX. kerület, Viola utca",54 m2,2,5 m2
255,360 000 Ft/hó,"Budapest V. kerület, Falk Miksa utca 4.",118 m2,3,
255,600 000 Ft/hó,"Budapest III. kerület, Mátyáshegy",120 m2,4,40 m2
255,260 000 Ft/hó,"Budapest V. kerület, Szemere utca",58 m2,2,1 m2
255,250 000 Ft/hó,"Budapest XI. kerület, Bukarest utca",50 m2,2,2 m2
255,400 000 Ft/hó,"Budapest XIII. kerület, Pannónia utca",51 m2,2,10 m2
255,255 000 Ft/hó,"Budapest XIII. kerület, Teve utca",45 m2,2,5 m2
255,250 000 Ft/hó,"Budapest XIV. kerület, Róna utca",49 m2,1 + 1 fél,
255,365 000 Ft/hó,"Budapest II. kerület, Lukács utca",54 m2,2 + 1 fél,
255,368 951 Ft/hó,"Budapest XIII. kerület, Turóc utca 3.",53 m2,2,10 m2
255,250 000 Ft/hó,"Budapest VI. kerület, Lovag utca 8.",40 m2,1,
255,270 000 Ft/hó,"Budapest I. kerület, Mihály utca 13.",46 m2,1 + 1 fél,6 m2
255,270 000 Ft/hó,"Budapest XIII. kerület, Madarász Viktor utca",43 m2,2,
255,300 000 Ft/hó,"Budapest VIII. kerület, Kiss József utca",66 m2,3,
255,319 000 Ft/hó,"Budapest IV. kerület, Árpád út",64 m2,1 + 2 fél,18 m2
256,1 050 000 Ft/hó,"Budapest VII. kerület, Dohány utca",90 m2,3,2 m2
256,340 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút",90 m2,3 + 1 fél,
256,650 000 Ft/hó,"Budapest XII. kerület, Patkó utca",152 m2,5,23 m2
256,330 000 Ft/hó,"Budapest XIII. kerület, Jász utca 83-87.",52 m2,1 + 2 fél,28 m2
256,445 000 Ft/hó,"Budapest II. kerület, Pasaréti út 61.",100 m2,3,13 m2
256,450 000 Ft/hó,"Budapest XI. kerület, Saru utca",94 m2,3,42 m2
256,450 000 Ft/hó,"Budapest XIII. kerület, Lőportár köz 6.",45 m2,2,7 m2
256,330 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út 19.",52 m2,3,
256,300 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 15.",31 m2,1,9 m2
256,770 000 Ft/hó,"Budapest II. kerület, Selyemakác utca",110 m2,3 + 1 fél,6 m2
256,290 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",38 m2,1 + 1 fél,6 m2
256,1 485 000 Ft/hó,"Budapest II. kerület, Ötvös János utca 1.b.",140 m2,4,180 m2
256,300 000 Ft/hó,"Budapest VIII. kerület, Csobánc utca",93 m2,3,10 m2
256,399 000 Ft/hó,"Budapest XI. kerület, Fehérvári út 168-178/B",101 m2,4,
256,480 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 2.",55 m2,2 + 1 fél,23 m2
256,290 000 Ft/hó,"Budapest II. kerület, Vérhalom utca",50 m2,1 + 1 fél,8 m2
256,438 647 Ft/hó,"Budapest XII. kerület, Magyar jakobinusok tere",92 m2,3 + 1 fél,4 m2
256,400 000 Ft/hó,"Budapest XIV. kerület, Cházár András utca",71 m2,3,
256,499 000 Ft/hó,"Budapest VI. kerület, Andrássy út 33.",72 m2,2,12 m2
256,837 417 Ft/hó,"Budapest V. kerület, Párizsi utca",106 m2,3,
257,260 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",45 m2,1,
257,395 000 Ft/hó,"Budapest XII. kerület, Kútvölgyi út",78 m2,3,8 m2
257,180 000 Ft/hó,"Budapest XI. kerület, Cenkhegy utca",30 m2,1,
257,290 000 Ft/hó,"Budapest I. kerület, Donáti utca",64 m2,2,7 m2
257,245 000 Ft/hó,"Budapest XII. kerület, Márvány utca",65 m2,2,
257,300 000 Ft/hó,"Budapest VIII. kerület, Dobozi utca",100 m2,4,
257,770 000 Ft/hó,"Budapest II. kerület, Gyopár utca",110 m2,3,70 m2
257,390 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 15.",60 m2,2,10 m2
257,250 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",30 m2,1,
