page,price,location,alapterulet,szobak,erkely
70,650 000 Ft/hó,"Budapest II. kerület, Hárshegyi út 5-7.",94 m2,3,14 m2
70,250 000 Ft/hó,"Budapest IX. kerület, Ferenc körút",47 m2,1,
70,259 201 Ft/hó,"Budapest VII. kerület, Munkás utca 6.",54 m2,2,
70,280 000 Ft/hó,"Budapest XIII. kerület, Dráva utca",64 m2,3 + 1 fél,4 m2
70,250 000 Ft/hó,"Budapest II. kerület, Nagybányai út",48 m2,2 + 1 fél,4 m2
70,219 000 Ft/hó,"Budapest II. kerület, Pálos utca 1.",51 m2,1 + 1 fél,10 m2
70,500 000 Ft/hó,"Budapest V. kerület, Veres Pálné utca 12.",120 m2,3,8 m2
70,600 000 Ft/hó,"Budapest V. kerület, Deák Ferenc utca",113 m2,3 + 1 fél,25 m2
70,230 000 Ft/hó,"Budapest XI. kerület, Bornemissza tér",37 m2,2,5.6 m2
70,280 000 Ft/hó,"Budapest VI. kerület, Podmaniczky utca",65 m2,2,
70,877 294 Ft/hó,"Budapest VI. kerület, Teréz körút 22.",140 m2,4,
70,190 000 Ft/hó,"Budapest I. kerület, Gellérthegy utca",41 m2,1 + 1 fél,4 m2
70,229 900 Ft/hó,"Budapest III. kerület, Kerék utca",51 m2,2,
71,350 000 Ft/hó,"Budapest VI. kerület, Izabella utca",40 m2,2,
71,660 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út 10-12.",196 m2,6,
71,399 000 Ft/hó,"Budapest V. kerület, Akadémia utca",50 m2,2,
71,720 000 Ft/hó,"Budapest VI. kerület, Andrássy út",106 m2,3,12 m2
71,250 000 Ft/hó,"Budapest XI. kerület, Fraknó utca",48 m2,2,5 m2
71,350 000 Ft/hó,"Budapest II. kerület, Síp utca",65 m2,2 + 1 fél,5 m2
71,350 000 Ft/hó,"Budapest I. kerület, Krisztinaváros - Váralja",75 m2,3,7 m2
71,500 000 Ft/hó,"Budapest IX. kerület, Tinódi utca",111 m2,2 + 1 fél,
71,800 000 Ft/hó,"Budapest V. kerület, Vörösmarty tér",70 m2,2,
71,1 595 080 Ft/hó,"Budapest XI. kerület, Gellérthegy",180 m2,5,15 m2
71,180 000 Ft/hó,"Budapest XIV. kerület, Nagy Lajos király útja 210.",37 m2,1 + 1 fél,
71,300 000 Ft/hó,"Budapest XIII. kerület, Gyöngyház utca",74 m2,2 + 1 fél,6 m2
71,175 000 Ft/hó,"Budapest VII. kerület, Dózsa György út",25 m2,1,
71,280 000 Ft/hó,"Budapest XIII. kerület, Hollán Ernő utca 33.",79 m2,2,5 m2
71,240 000 Ft/hó,"Budapest X. kerület, Zágrábi utca",35 m2,1,8 m2
71,650 000 Ft/hó,"Budapest XI. kerület, Madárhegy",93 m2,4,60 m2
71,398 770 Ft/hó,"Budapest V. kerület, Bástya utca",86 m2,2 + 1 fél,
71,250 000 Ft/hó,"Budapest XXI. kerület, Ady Endre út",50 m2,2,6 m2
71,350 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca",53 m2,2,5 m2
71,239 262 Ft/hó,"Budapest XIII. kerület, Országbíró utca",39 m2,1,4 m2
72,576 948 Ft/hó,"Budapest V. kerület, Haris köz",100 m2,3,
72,260 000 Ft/hó,"Budapest XIII. kerület, Reitter Ferenc utca",46 m2,2,2 m2
72,480 000 Ft/hó,"Budapest IX. kerület, Ráday utca 32.",150 m2,4,
72,450 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út 5.",68 m2,2 + 1 fél,20 m2
72,280 000 Ft/hó,"Budapest XIII. kerület, Vizafogó sétány",56 m2,2,10 m2
72,290 000 Ft/hó,"Budapest III. kerület, Gyenes utca",56 m2,2,8 m2
72,558 278 Ft/hó,"Budapest V. kerület, Nyáry Pál utca",92 m2,3,10 m2
72,260 000 Ft/hó,"Budapest XIII. kerület, Hollán Ernő utca",42 m2,1 + 2 fél,
72,250 000 Ft/hó,"Budapest V. kerület, Régi posta utca",21 m2,1,
72,698 000 Ft/hó,"Budapest XII. kerület, Németvölgy",106 m2,4,4 m2
72,238 000 Ft/hó,"Budapest IX. kerület, Mester utca 83.",40 m2,2,8 m2
72,400 000 Ft/hó,"Budapest XIV. kerület, Telepes utca",74 m2,3,17 m2
72,240 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",35 m2,1,4 m2
72,650 000 Ft/hó,"Budapest V. kerület, Balassi Bálint utca",123 m2,2,
72,774 000 Ft/hó,"Budapest VIII. kerület, Baross utca 20.",88 m2,3,4 m2
72,350 000 Ft/hó,"Budapest VII. kerület, Akácfa utca 62.",40 m2,2,
72,320 000 Ft/hó,"Budapest IX. kerület, Ipar utca",83 m2,3,
72,250 000 Ft/hó,"Budapest VI. kerület, Teréz körút",66 m2,1 + 1 fél,
72,1 950 000 Ft/hó,"Budapest XII. kerület, Zirzen Janka utca",250 m2,4,36 m2
72,350 000 Ft/hó,"Budapest VII. kerület, Madách Imre út",52 m2,1 + 1 fél,
73,1 315 941 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 4.",113 m2,3,46 m2
73,250 000 Ft/hó,"Budapest VI. kerület, Aradi utca 14.",62 m2,3,11 m2
73,478 524 Ft/hó,"Budapest VI. kerület, Király utca",64 m2,3,
73,490 000 Ft/hó,"Budapest II. kerület, Vérhalom",90 m2,3,100 m2
73,320 000 Ft/hó,"Budapest V. kerület, Lipótváros",55 m2,3,
73,320 000 Ft/hó,"Budapest II. kerület, Víziváros",87 m2,2 + 1 fél,3 m2
73,390 000 Ft/hó,"Budapest XIII. kerület, Thurzó utca",80 m2,2,4 m2
73,1 000 000 Ft/hó,"Budapest II. kerület, Vérhalom",57 m2,2,9.5 m2
73,350 000 Ft/hó,"Budapest XIII. kerület, Meder utca 8.",65 m2,2 + 1 fél,10 m2
73,400 000 Ft/hó,"Budapest XI. kerület, Fejér Lipót utca",92 m2,3,
73,797 540 Ft/hó,"Budapest VI. kerület, Nagymező utca",105 m2,3,
73,220 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Magdolnanegyed",26 m2,1,3 m2
73,478 524 Ft/hó,"Budapest V. kerület, Garibaldi utca 4.",83 m2,2,
73,260 000 Ft/hó,"Budapest XI. kerület, Somlói út",56 m2,2,6 m2
73,299 000 Ft/hó,"Budapest XI. kerület, Maléter Pál utca",44 m2,2,14 m2
73,598 155 Ft/hó,"Budapest V. kerület, Belgrád rakpart",100 m2,3,2 m2
73,478 524 Ft/hó,"Budapest V. kerület, Váci utca",60 m2,2,
73,398 770 Ft/hó,"Budapest V. kerület, Vámház körút",65 m2,2,2 m2
73,358 893 Ft/hó,"Budapest V. kerület, Károly körút",100 m2,4,
73,438 647 Ft/hó,"Budapest V. kerület, Vigyázó Ferenc utca",72 m2,3,
74,837 417 Ft/hó,"Budapest VI. kerület, Nagymező utca",110 m2,3,
74,195 000 Ft/hó,"Budapest VI. kerület, Eötvös utca 36.",44 m2,1,
74,320 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca",44 m2,2,8 m2
74,235 274 Ft/hó,"Budapest VII. kerület, Kazinczy utca 9.",47 m2,2,5 m2
74,320 000 Ft/hó,"Budapest XIII. kerület, Angyalföld",72 m2,2 + 1 fél,6 m2
74,340 000 Ft/hó,"Budapest XII. kerület, Kiss János altábornagy utca 30.",61 m2,2,5 m2
74,280 000 Ft/hó,"Budapest XI. kerület, Fehérvári út",51 m2,1 + 1 fél,4 m2
74,598 155 Ft/hó,"Budapest I. kerület, Krisztinaváros",72 m2,3,5 m2
74,996 925 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 1.",116 m2,3,12 m2
74,518 401 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 2.",69 m2,3,6 m2
74,219 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",35 m2,1,7 m2
74,330 000 Ft/hó,"Budapest XII. kerület, Városmajor utca",45 m2,2,
74,275 000 Ft/hó,"Budapest XI. kerület, Pajkos utca",75 m2,2 + 1 fél,10 m2
74,700 000 Ft/hó,"Budapest XIII. kerület, Vizafogó - Marinapart",102 m2,4,106 m2
74,450 000 Ft/hó,"Budapest XIII. kerület, Angyalföld",67 m2,3,
74,210 000 Ft/hó,"Budapest XI. kerület, Mezőkövesd út",35 m2,1,4 m2
74,250 000 Ft/hó,"Budapest III. kerület, Raktár utca",60 m2,3,
74,950 000 Ft/hó,"Budapest XIII. kerület, Újlipótváros",122 m2,4,
74,325 000 Ft/hó,"Budapest II. kerület, Zöldlomb utca",65 m2,3,6 m2
74,250 000 Ft/hó,"Budapest III. kerület, Nánási út",41 m2,1,8 m2
75,265 000 Ft/hó,"Budapest XI. kerület, Fadrusz utca",70 m2,2,15 m2
75,175 000 Ft/hó,"Budapest XIII. kerület, Teve utca",26 m2,1,
75,220 000 Ft/hó,"Budapest XII. kerület, Melinda út",25 m2,1,6 m2
75,240 000 Ft/hó,"Budapest VII. kerület, Péterfy Sándor utca",69 m2,2,
75,500 000 Ft/hó,"Budapest XI. kerület, Ulászló utca",100 m2,4,12 m2
75,240 000 Ft/hó,"Budapest XIII. kerület, Lehel utca 9.",45 m2,1,10.6 m2
75,330 000 Ft/hó,"Budapest V. kerület, Bajcsy-Zsilinszky út",47 m2,1 + 1 fél,
75,598 155 Ft/hó,"Budapest II. kerület, Törökvész",102 m2,3,20 m2
75,1 950 000 Ft/hó,"Budapest XII. kerület, Zirzen Janka utca",250 m2,4,36 m2
75,538 340 Ft/hó,"Budapest V. kerület, Váci utca",60 m2,2,
75,399 000 Ft/hó,"Budapest V. kerület, Kossuth Lajos utca",75 m2,3,
75,250 000 Ft/hó,"Budapest V. kerület, Alkotmány utca",40 m2,1,
75,350 000 Ft/hó,"Budapest VII. kerület, Madách Imre út",52 m2,1 + 1 fél,
75,884 000 Ft/hó,"Budapest V. kerület, Apáczai Csere János utca",85 m2,3,
75,280 000 Ft/hó,"Budapest II. kerület, Retek utca",62 m2,2 + 1 fél,5 m2
75,1 196 310 Ft/hó,"Budapest II. kerület, Vérhalom",190 m2,4,50 m2
75,438 647 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca",100 m2,2 + 1 fél,
75,700 000 Ft/hó,"Budapest II. kerület, Víziváros",141 m2,4,15 m2
75,410 000 Ft/hó,"Budapest V. kerület, Sörház utca",92 m2,3,3 m2
75,200 000 Ft/hó,"Budapest XIII. kerület, Tüzér utca 9-11.",30 m2,1,
76,320 000 Ft/hó,"Budapest XI. kerület, Kenderes utca",75 m2,3,10 m2
76,220 000 Ft/hó,"Budapest IX. kerület, Lenhossék utca",31 m2,1,7 m2
76,500 000 Ft/hó,"Budapest XI. kerület, Ulászló utca",100 m2,4,12 m2
76,250 000 Ft/hó,"Budapest XI. kerület, Sósfürdő tér",47 m2,1,6 m2
76,1 196 310 Ft/hó,"Budapest V. kerület, Veres Pálné utca",125 m2,3,4 m2
76,450 000 Ft/hó,"Budapest II. kerület, Vöröstorony utca 11.",90 m2,3 + 1 fél,9 m2
76,800 000 Ft/hó,"Budapest XIII. kerület, Danubius utca 16.",81 m2,3,34 m2
76,680 000 Ft/hó,"Budapest II. kerület, Lévay utca 5.",100 m2,4,20 m2
76,1 595 080 Ft/hó,"Budapest V. kerület, Belgrád rakpart",217 m2,4,
76,285 000 Ft/hó,"Budapest VIII. kerület, József körút 30-32.",36 m2,2,
76,580 000 Ft/hó,"Budapest III. kerület, Almási Balogh Loránd utca",80 m2,3,12 m2
76,398 770 Ft/hó,"Budapest V. kerület, Podmaniczky Frigyes tér",62 m2,2,
76,664 000 Ft/hó,"Budapest XI. kerület, Móricz Zsigmond körtér",170 m2,5,3 m2
76,480 000 Ft/hó,"Budapest II. kerület, Kis Rókus utca",85 m2,4,
76,677 909 Ft/hó,"Budapest V. kerület, Szent István tér",60 m2,2,
76,239 262 Ft/hó,"Budapest V. kerület, Molnár utca 16.",55 m2,2,
76,877 294 Ft/hó,"Budapest II. kerület, Endrődi Sándor utca",120 m2,3 + 1 fél,12 m2
76,245 000 Ft/hó,"Budapest XI. kerület, Menyecske utca",55 m2,2,4 m2
76,558 278 Ft/hó,"Budapest V. kerület, Molnár utca 30.",100 m2,3 + 1 fél,13 m2
76,230 000 Ft/hó,"Budapest II. kerület, Rókushegyi lépcső",52 m2,2,5 m2
77,325 000 Ft/hó,"Budapest XIII. kerület, Angyalföld - Lőportárdűlő",48 m2,2,5 m2
77,290 000 Ft/hó,"Budapest IX. kerület, Üllői út 21.",88 m2,3,
77,359 000 Ft/hó,"Budapest XIII. kerület, Kucsma utca 19.",95 m2,3,12 m2
77,618 094 Ft/hó,"Budapest VI. kerület, Vörösmarty utca",90 m2,3,3 m2
77,1 595 080 Ft/hó,"Budapest II. kerület, Páfrány út",230 m2,5,
77,737 725 Ft/hó,"Budapest V. kerület, Belgrád rakpart 27.",128 m2,3,
77,720 000 Ft/hó,"Budapest II. kerület, Árpád fejedelem útja",100 m2,2,2 m2
77,320 000 Ft/hó,"Budapest XII. kerület, Dolgos utca",84 m2,3,5 m2
77,480 000 Ft/hó,"Budapest XIII. kerület, Danubius utca",66 m2,3,14 m2
77,250 000 Ft/hó,"Budapest VII. kerület, Madách Imre út",40 m2,1,
77,1 091 000 Ft/hó,"Budapest II. kerület, Csévi utca",89 m2,3,45 m2
77,1 196 310 Ft/hó,"Budapest V. kerület, Lipótváros",100 m2,3,
77,737 725 Ft/hó,"Budapest V. kerület, Belgrád rakpart",128 m2,3,
77,230 000 Ft/hó,"Budapest IX. kerület, Viola utca",38 m2,1 + 1 fél,2 m2
77,200 000 Ft/hó,"Budapest X. kerület, Kada utca",53 m2,2,
77,230 000 Ft/hó,"Budapest VI. kerület, Németh László utca",32 m2,1,
77,270 000 Ft/hó,"Budapest XII. kerület, Bán utca",60 m2,2 + 1 fél,
77,250 000 Ft/hó,"Budapest XI. kerület, Kelenföld",50 m2,2 + 1 fél,7 m2
77,817 479 Ft/hó,"Budapest III. kerület, Tündérliget utca",140 m2,5,
77,210 000 Ft/hó,"Budapest XI. kerület, Etele út",50 m2,2,
78,210 000 Ft/hó,"Budapest XI. kerület, Etele út",50 m2,2,
78,400 000 Ft/hó,"Budapest II. kerület, Zivatar utca",90 m2,3,
78,180 000 Ft/hó,"Budapest XI. kerület, Cenkhegy utca",30 m2,1,
78,230 000 Ft/hó,"Budapest XI. kerület, Menyecske utca",54 m2,1 + 1 fél,
78,285 000 Ft/hó,"Budapest VII. kerület, Wesselényi utca",70 m2,2,
78,398 770 Ft/hó,"Budapest II. kerület, Törökvész út 58.",70 m2,2,18 m2
78,230 000 Ft/hó,"Budapest XIII. kerület, Vág utca",57 m2,1 + 2 fél,3 m2
78,450 000 Ft/hó,"Budapest VI. kerület, Ó utca",67 m2,2,
78,420 000 Ft/hó,"Budapest XII. kerület, Béla király út",80 m2,3,6 m2
78,245 000 Ft/hó,"Budapest VII. kerület, Marek József utca 29.",45 m2,1 + 2 fél,
78,290 000 Ft/hó,"Budapest XI. kerület, Szentimreváros",66 m2,2,12 m2
78,450 000 Ft/hó,"Budapest VIII. kerület, Lőrinc pap tér",98 m2,2,2.5 m2
78,320 000 Ft/hó,"Budapest XII. kerület, Kútvölgy",45 m2,2,10 m2
78,300 000 Ft/hó,"Budapest XI. kerület, Szentimreváros",65 m2,2,8.6 m2
78,300 000 Ft/hó,"Budapest I. kerület, Attila út",76 m2,2,3 m2
78,230 000 Ft/hó,"Budapest VI. kerület, Csengery utca",55 m2,2,
78,400 000 Ft/hó,"Budapest II. kerület, Cseppkő utca",80 m2,3,11 m2
78,438 647 Ft/hó,"Budapest V. kerület, Arany János utca",45 m2,1,
78,255 213 Ft/hó,"Budapest VII. kerület, Király utca 91.",48 m2,1 + 1 fél,
78,330 000 Ft/hó,"Budapest V. kerület, Alkotmány utca 20.",90 m2,3,
79,300 000 Ft/hó,"Budapest I. kerület, Attila út",76 m2,2,4 m2
79,279 139 Ft/hó,"Budapest VIII. kerület, Kőris utca 1-3.",38 m2,2,8 m2
79,360 000 Ft/hó,"Budapest XIII. kerület, Csele utca 5.",43 m2,2,15 m2
79,512 419 Ft/hó,"Budapest V. kerület, Váci utca 16.",59 m2,2,
79,512 419 Ft/hó,"Budapest V. kerület, Váci utca 16.",59 m2,2,
79,454 997 Ft/hó,"Budapest V. kerület, Váci utca 16.",52 m2,2,
79,363 279 Ft/hó,"Budapest V. kerület, Váci utca 16.",42 m2,1,
79,561 468 Ft/hó,"Budapest V. kerület, Váci utca 16.",59 m2,2,12 m2
79,708 415 Ft/hó,"Budapest V. kerület, Váci utca 16.",83 m2,3,
79,375 000 Ft/hó,"Budapest VI. kerület, Andrássy út",65 m2,3,
79,250 000 Ft/hó,"Budapest VIII. kerület, Mátyás tér",45 m2,1 + 1 fél,
79,450 000 Ft/hó,"Budapest II. kerület, Vöröstorony utca",90 m2,4,9 m2
79,240 000 Ft/hó,"Budapest XI. kerület, Kecskeméti József utca",45 m2,2,
79,320 000 Ft/hó,"Budapest IX. kerület, Mester utca",49 m2,2,8 m2
79,299 078 Ft/hó,"Budapest VIII. kerület, Kőris utca",38 m2,2,3 m2
79,690 000 Ft/hó,"Budapest XII. kerület, Dolgos utca",101 m2,4,4 m2
79,230 000 Ft/hó,"Budapest II. kerület, Árpád fejedelem útja",45 m2,2,2 m2
79,1 315 000 Ft/hó,"Budapest XII. kerület, Istenhegy",230 m2,6,50 m2
79,797 141 Ft/hó,"Budapest XI. kerület, Gellérthegy",77 m2,3,27 m2
79,697 848 Ft/hó,"Budapest XIII. kerület, Szent István körút",101 m2,3,
80,697 848 Ft/hó,"Budapest XIII. kerület, Szent István körút",101 m2,3,
80,598 155 Ft/hó,"Budapest XIII. kerület, Kelén utca 2.",107 m2,4,30 m2
80,240 000 Ft/hó,"Budapest XI. kerület, Regős utca",53 m2,1 + 2 fél,4 m2
80,280 000 Ft/hó,"Budapest VII. kerület, Rákóczi út 24.",78 m2,2,
80,300 000 Ft/hó,"Budapest VII. kerület, Klauzál utca 11.",81 m2,3,10 m2
80,183 434 Ft/hó,"Budapest VIII. kerület, Üllői út",30 m2,1,
80,180 000 Ft/hó,"Budapest VIII. kerület, Orczy tér",32 m2,1,
80,310 000 Ft/hó,"Budapest I. kerület, Fő utca",76 m2,3 + 1 fél,
80,180 000 Ft/hó,"Budapest IX. kerület, Tompa utca",30 m2,1,
80,280 000 Ft/hó,"Budapest II. kerület, Frankel Leó út",55 m2,2,
80,1 993 850 Ft/hó,"Budapest VI. kerület, Andrássy út",150 m2,4,100 m2
80,390 000 Ft/hó,"Budapest V. kerület, József nádor tér 8.",59 m2,1,
80,310 000 Ft/hó,"Budapest XIII. kerület, Lőportár utca",48 m2,2,6 m2
80,320 000 Ft/hó,"Budapest VIII. kerület, József utca 15-17.",75 m2,2,
80,230 000 Ft/hó,"Budapest IX. kerület, Balázs Béla utca",42 m2,2,
80,877 294 Ft/hó,"Budapest VI. kerület, Nagymező utca 19.",100 m2,3,
80,250 000 Ft/hó,"Budapest IX. kerület, Haller utca",49 m2,2,
80,504 582 Ft/hó,"Budapest VI. kerület, Rózsa utca",69 m2,3,23 m2
80,250 000 Ft/hó,"Budapest IX. kerület, Haller utca",49 m2,2,
80,230 000 Ft/hó,"Budapest II. kerület, Trombitás út",53 m2,2,2 m2
81,299 078 Ft/hó,"Budapest II. kerület, Kandó Kálmán utca 5.",87 m2,2 + 1 fél,4 m2
81,240 000 Ft/hó,"Budapest XI. kerület, Fehérvári út",65 m2,3,3 m2
81,350 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 15.",55 m2,2,17 m2
81,220 000 Ft/hó,"Budapest IX. kerület, Soroksári út",34 m2,1 + 1 fél,
81,170 000 Ft/hó,"Budapest XII. kerület, Csörsz utca",35 m2,1,
81,230 000 Ft/hó,"Budapest VII. kerület, Dohány utca",36 m2,1,
81,200 000 Ft/hó,"Budapest II. kerület, Pálos utca",44 m2,1 + 1 fél,5 m2
81,558 278 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca 5.",82 m2,2,
81,230 000 Ft/hó,"Budapest XIV. kerület, Erzsébet királyné útja 63.",40 m2,1 + 1 fél,
81,717 786 Ft/hó,"Budapest VI. kerület, Hajós utca",89 m2,3,
81,390 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Corvinnegyed",65 m2,3,
81,270 000 Ft/hó,"Budapest XII. kerület, Istenhegy",53 m2,2,2 m2
81,250 000 Ft/hó,"Budapest XIV. kerület, Thököly út",73 m2,2 + 1 fél,
81,320 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca 57.",72 m2,3 + 1 fél,5 m2
81,410 000 Ft/hó,"Budapest XIV. kerület, Rákospatak utca 116.",92 m2,3,12 m2
81,200 000 Ft/hó,"Budapest XIII. kerület, Teve utca",36 m2,1,
81,403 954 Ft/hó,"Budapest V. kerület, Váci utca 19-21.",82 m2,3,
81,229 000 Ft/hó,"Budapest XIV. kerület, Eleonóra utca",60 m2,3,
81,210 000 Ft/hó,"Budapest XIII. kerület, Rokolya utca",42 m2,2,3 m2
81,320 000 Ft/hó,"Budapest IX. kerület, Mester utca 29.",49 m2,2,8 m2
82,575 000 Ft/hó,"Budapest II. kerület, Törökvész",105 m2,3,6 m2
82,697 848 Ft/hó,"Budapest II. kerület, Gábor Áron utca",80 m2,2 + 1 fél,4 m2
82,550 000 Ft/hó,"Budapest I. kerület, Vár",86 m2,2,
82,270 000 Ft/hó,"Budapest XII. kerület, Németvölgy",65 m2,2 + 1 fél,2 m2
82,399 000 Ft/hó,"Budapest IX. kerület, Gát utca",67 m2,3,
82,394 782 Ft/hó,"Budapest I. kerület, Krisztinaváros",41 m2,2,
82,250 000 Ft/hó,"Budapest VII. kerület, Kertész utca",36 m2,1,
82,230 000 Ft/hó,"Budapest XI. kerület, Rőf utca",68 m2,2,5 m2
82,200 000 Ft/hó,"Budapest VII. kerület, Jósika utca",32 m2,1,
82,330 000 Ft/hó,"Budapest XIII. kerület, Tátra utca",80 m2,2,3 m2
82,247 237 Ft/hó,"Budapest VI. kerület, Izabella utca 79.",58 m2,2,
82,375 000 Ft/hó,"Budapest VIII. kerület, Baross utca 15.",91 m2,2,
82,650 000 Ft/hó,"Budapest II. kerület, Szemlőhegy",124 m2,4,14 m2
82,220 000 Ft/hó,"Budapest XII. kerület, Alma utca",42 m2,1 + 1 fél,4 m2
82,194 000 Ft/hó,"Budapest XIII. kerület, Váci út",42 m2,1 + 1 fél,4 m2
82,370 000 Ft/hó,"Budapest XIII. kerület, Váci út",54 m2,2 + 2 fél,
82,590 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút",72 m2,3,20 m2
82,240 000 Ft/hó,"Budapest XI. kerület, Etele út",50 m2,2,
82,450 000 Ft/hó,"Budapest V. kerület, Váci utca",80 m2,2,
82,210 000 Ft/hó,"Budapest VII. kerület, Akácfa utca",67 m2,2,
83,250 000 Ft/hó,"Budapest XII. kerület, Lidérc utca 32.",60 m2,2,15 m2
83,1 794 465 Ft/hó,"Budapest V. kerület, Belváros",105 m2,3,90 m2
83,880 000 Ft/hó,"Budapest II. kerület, Bem rakpart",126 m2,3 + 1 fél,
83,395 000 Ft/hó,"Budapest XIII. kerület, Csata utca",66 m2,3,22 m2
83,1 136 495 Ft/hó,"Budapest V. kerület, Petőfi tér 3.",150 m2,4,5 m2
83,220 000 Ft/hó,"Budapest XII. kerület, Őzike út",49 m2,1 + 1 fél,
83,780 000 Ft/hó,"Budapest II. kerület, Vihorlát utca",95 m2,3 + 1 fél,15 m2
83,240 000 Ft/hó,"Budapest VI. kerület, Szondi utca 55.",42 m2,2 + 1 fél,
83,350 000 Ft/hó,"Budapest IX. kerület, Lenhossék utca",72 m2,3,6 m2
83,1 595 080 Ft/hó,"Budapest VI. kerület, Andrássy út",180 m2,5,18 m2
83,717 786 Ft/hó,"Budapest VI. kerület, Hajós utca",89 m2,3,
83,1 116 556 Ft/hó,"Budapest XIII. kerület, Szent István park",114 m2,3 + 1 fél,12 m2
83,450 000 Ft/hó,"Budapest III. kerület, Losonc utca",67 m2,2,10 m2
83,259 201 Ft/hó,"Budapest VI. kerület, Jókai utca 12.",52 m2,2,
83,450 000 Ft/hó,"Budapest IX. kerület, Mester utca 53.",105 m2,3,
83,757 663 Ft/hó,"Budapest II. kerület, Széphalom utca",176 m2,4,6 m2
83,320 000 Ft/hó,"Budapest IX. kerület, Soroksári út 42.",80 m2,2 + 1 fél,
83,180 000 Ft/hó,"Budapest II. kerület, Hidegkúti út",36 m2,1,
83,677 909 Ft/hó,"Budapest II. kerület, Vérhalom",105 m2,3 + 1 fél,20 m2
83,950 000 Ft/hó,"Budapest V. kerület, Pilvax köz",100 m2,3,5 m2
84,180 000 Ft/hó,"Budapest XI. kerület, Brassó út",30 m2,1,
84,400 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",70 m2,3,
84,797 540 Ft/hó,"Budapest VI. kerület, Bajcsy-Zsilinszky út",87 m2,3,
84,338 955 Ft/hó,"Budapest VIII. kerület, Bacsó Béla utca 17.",45 m2,2,4 m2
84,260 000 Ft/hó,"Budapest XIV. kerület, Egressy út",50 m2,2,
84,338 955 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",52 m2,2,5 m2
84,235 000 Ft/hó,"Budapest VII. kerület, Damjanich utca 9.",44 m2,2,
84,575 000 Ft/hó,"Budapest II. kerület, Bimbó út",91 m2,3,
84,370 000 Ft/hó,"Budapest XIII. kerület, Váci út",54 m2,2 + 1 fél,
84,310 000 Ft/hó,"Budapest XIII. kerület, Szekszárdi utca",62 m2,3,5 m2
84,220 000 Ft/hó,"Budapest XIII. kerület, Népfürdő utca",62 m2,2 + 2 fél,3 m2
84,445 000 Ft/hó,"Budapest II. kerület, Pasaréti út 61.",100 m2,3,13 m2
84,390 000 Ft/hó,"Budapest VIII. kerület, Víg utca",50 m2,2,6.5 m2
84,210 000 Ft/hó,"Budapest VII. kerület, Akácfa utca",67 m2,2,
84,499 000 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány",60 m2,3,72 m2
84,270 000 Ft/hó,"Budapest XII. kerület, Istenhegyi út",53 m2,2,2 m2
84,230 000 Ft/hó,"Budapest XI. kerület, Löveg utca",50 m2,2,7 m2
84,590 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 2.",72 m2,3,20 m2
84,689 688 Ft/hó,"Budapest XII. kerület, Dolgos utca",101 m2,4,4 m2
84,270 000 Ft/hó,"Budapest IX. kerület, Ferenc tér",44 m2,1 + 1 fél,6 m2
85,1 993 850 Ft/hó,"Budapest V. kerület, Szervita tér",117 m2,3 + 1 fél,15 m2
85,300 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány",38 m2,1 + 1 fél,
85,757 663 Ft/hó,"Budapest V. kerület, Balassi Bálint utca",95 m2,3,3 m2
85,575 000 Ft/hó,"Budapest II. kerület, Rózsadomb",94 m2,3,6 m2
85,500 000 Ft/hó,"Budapest III. kerület, Hegyoldal utca",120 m2,4,34 m2
85,753 831 Ft/hó,"Budapest II. kerület, Bem József utca",91 m2,3,5 m2
85,295 000 Ft/hó,"Budapest V. kerület, Ferenczy István utca 14.",96 m2,2,
85,200 000 Ft/hó,"Budapest VIII. kerület, Kálvária utca 17.",45 m2,2,
85,490 000 Ft/hó,"Budapest II. kerület, Muraközi utca",123 m2,3,100 m2
85,189 990 Ft/hó,"Budapest XI. kerület, Kondorosi út",31 m2,1 + 1 fél,
85,225 000 Ft/hó,"Budapest IX. kerület, Ipar utca",45 m2,2,
85,205 714 Ft/hó,"Budapest VII. kerület, Dob utca",32 m2,1,
85,495 000 Ft/hó,"Budapest XI. kerület, Felsőhatár utca",107 m2,4,24 m2
85,780 000 Ft/hó,"Budapest II. kerület, Vihorlát utca 38.",95 m2,3,10 m2
